UNIQUE,ID,Name,Description,MEF-IC,mESC-nIC,RAW264.7-IC,mESC-IC,HL-1-IC,HL-1-RBDmap,Enzyme,Metabolism,"""Metabolic.Enzyme"""
Ccdc43,ENSMUSG00000020925,Ccdc43,coiled-coil domain containing 43,no,no,no,no,no,YES,FALSE,FALSE,FALSE
Ccdc47,ENSMUSG00000078622,Ccdc47,coiled-coil domain containing 47,no,no,no,no,YES,no,FALSE,FALSE,FALSE
Ccdc50,ENSMUSG00000038127,Ccdc50,coiled-coil domain containing 50,no,no,YES,no,no,no,FALSE,FALSE,FALSE
Ccdc59,ENSMUSG00000019897,Ccdc59,coiled-coil domain containing 59,no,no,YES,YES,YES,no,FALSE,FALSE,FALSE
Ccdc84,ENSMUSG00000043923,Ccdc84,coiled-coil domain containing 84,no,no,no,no,YES,no,FALSE,FALSE,FALSE
Ccdc9,ENSMUSG00000041375,Ccdc9,coiled-coil domain containing 9,no,no,YES,YES,YES,no,FALSE,FALSE,FALSE
Ccna2,ENSMUSG00000027715,Ccna2,cyclin A2,no,YES,no,no,no,no,FALSE,FALSE,FALSE
Ccnl1,ENSMUSG00000027829,Ccnl1,cyclin L1,no,YES,no,no,no,no,FALSE,FALSE,FALSE
Ccnt1,ENSMUSG00000011960,Ccnt1,cyclin T1,no,YES,no,no,no,no,FALSE,FALSE,FALSE
Cct2,ENSMUSG00000034024,Cct2,"chaperonin containing Tcp1, subunit 2 (beta)",no,no,no,no,no,YES,FALSE,FALSE,FALSE
Cct3,ENSMUSG00000001416,Cct3,"chaperonin containing Tcp1, subunit 3 (gamma)",no,no,no,no,YES,no,FALSE,FALSE,FALSE
Cct4,ENSMUSG00000007739,Cct4,"chaperonin containing Tcp1, subunit 4 (delta)",no,no,no,YES,no,no,FALSE,FALSE,FALSE
Cct5,ENSMUSG00000022234,Cct5,"chaperonin containing Tcp1, subunit 5 (epsilon)",no,YES,no,no,no,no,FALSE,FALSE,FALSE
Cct6a,ENSMUSG00000029447,Cct6a,"chaperonin containing Tcp1, subunit 6a (zeta)",no,no,no,no,YES,no,FALSE,FALSE,FALSE
Cd2bp2,ENSMUSG00000042502,Cd2bp2,CD2 antigen (cytoplasmic tail) binding protein 2,no,YES,no,no,no,no,FALSE,FALSE,FALSE
Cdc40,ENSMUSG00000038446,Cdc40,cell division cycle 40,no,YES,no,no,no,no,FALSE,FALSE,FALSE
Cdc42ep4,ENSMUSG00000041598,Cdc42ep4,CDC42 effector protein (Rho GTPase binding) 4,no,no,no,no,no,YES,FALSE,FALSE,FALSE
Cdc5l,ENSMUSG00000023932,Cdc5l,cell division cycle 5-like (S. pombe),no,YES,no,no,no,YES,FALSE,FALSE,FALSE
Cdc6,ENSMUSG00000017499,Cdc6,cell division cycle 6,no,YES,no,no,no,no,FALSE,FALSE,FALSE
Cdca2,ENSMUSG00000048922,Cdca2,cell division cycle associated 2,no,YES,no,no,no,no,FALSE,FALSE,FALSE
Cdk11b,ENSMUSG00000029062,Cdk11b,cyclin-dependent kinase 11B,no,YES,no,no,YES,YES,TRUE,FALSE,FALSE
Cdk12,ENSMUSG00000003119,Cdk12,cyclin-dependent kinase 12,no,YES,no,no,no,no,TRUE,FALSE,FALSE
Cdk13,ENSMUSG00000041297,Cdk13,cyclin-dependent kinase 13,no,YES,no,no,no,YES,TRUE,FALSE,FALSE
Cdkn2aipnl,ENSMUSG00000020392,Cdkn2aipnl,CDKN2A interacting protein N-terminal like,no,YES,no,no,no,no,FALSE,FALSE,FALSE
Cdv3,ENSMUSG00000032803,Cdv3,carnitine deficiency-associated gene expressed in ventricle 3,no,no,YES,no,YES,no,FALSE,FALSE,FALSE
Cebpz,ENSMUSG00000024081,Cebpz,CCAAT/enhancer binding protein zeta,YES,YES,YES,no,YES,no,FALSE,FALSE,FALSE
Celf1,ENSMUSG00000005506;ENSMUSG00000110883,Celf1,"CUGBP, Elav-like family member 1;",YES,YES,YES,YES,YES,YES,FALSE,FALSE,FALSE
Celf2,ENSMUSG00000002107,Celf2,"CUGBP, Elav-like family member 2",YES,YES,YES,YES,YES,YES,FALSE,FALSE,FALSE
Celf5,ENSMUSG00000034818,Celf5,"CUGBP, Elav-like family member 5",no,no,no,YES,no,no,FALSE,FALSE,FALSE
Celf6,ENSMUSG00000032297,Celf6,"CUGBP, Elav-like family member 6",no,no,YES,no,no,no,FALSE,FALSE,FALSE
Cenpc1,ENSMUSG00000029253,Cenpc1,centromere protein C1,no,YES,no,no,no,no,FALSE,FALSE,FALSE
Cenpe,ENSMUSG00000045328,Cenpe,centromere protein E,no,YES,no,no,no,no,FALSE,FALSE,FALSE
Cenpf,ENSMUSG00000026605,Cenpf,centromere protein F,no,YES,no,no,no,no,FALSE,FALSE,FALSE
Cep152,ENSMUSG00000068394,Cep152,centrosomal protein 152,no,YES,no,no,no,no,FALSE,FALSE,FALSE
Cep192,ENSMUSG00000024542,Cep192,centrosomal protein 192,no,YES,no,no,no,no,FALSE,FALSE,FALSE
Cfdp1,ENSMUSG00000031954,Cfdp1,craniofacial development protein 1,no,no,YES,no,no,no,FALSE,FALSE,FALSE
Cfl1,ENSMUSG00000056201,Cfl1,"cofilin 1, non-muscle",no,no,YES,no,no,no,FALSE,FALSE,FALSE
Cggbp1,ENSMUSG00000054604,Cggbp1,CGG triplet repeat binding protein 1,no,no,no,YES,no,no,FALSE,FALSE,FALSE
Champ1,ENSMUSG00000047710,Champ1,chromosome alignment maintaining phosphoprotein 1,no,YES,no,no,no,no,FALSE,FALSE,FALSE
Chchd3,ENSMUSG00000053768,Chchd3,coiled-coil-helix-coiled-coil-helix domain containing 3,no,no,no,no,no,YES,FALSE,FALSE,FALSE
Chd2,ENSMUSG00000078671,Chd2,chromodomain helicase DNA binding protein 2,no,no,no,no,YES,no,TRUE,FALSE,FALSE
Chd4,ENSMUSG00000063870,Chd4,chromodomain helicase DNA binding protein 4,no,YES,no,no,no,no,TRUE,FALSE,FALSE
Chd7,ENSMUSG00000041235,Chd7,chromodomain helicase DNA binding protein 7,no,YES,no,no,no,no,TRUE,FALSE,FALSE
Chd8,ENSMUSG00000053754,Chd8,chromodomain helicase DNA binding protein 8,no,YES,no,no,no,no,TRUE,FALSE,FALSE
Cherp,ENSMUSG00000052488,Cherp,calcium homeostasis endoplasmic reticulum protein,no,YES,YES,no,YES,no,FALSE,FALSE,FALSE
Chga,ENSMUSG00000021194,Chga,chromogranin A,no,no,no,no,no,YES,FALSE,FALSE,FALSE
Chmp4b,ENSMUSG00000038467,Chmp4b,charged multivesicular body protein 4B,no,no,YES,no,no,YES,FALSE,FALSE,FALSE
Chordc1,ENSMUSG00000001774,Chordc1,"cysteine and histidine-rich domain (CHORD)-containing, zinc-binding protein 1",YES,no,no,no,no,no,FALSE,FALSE,FALSE
Chtop,ENSMUSG00000001017,Chtop,chromatin target of PRMT1,YES,no,YES,YES,YES,YES,FALSE,FALSE,FALSE
Cirbp,ENSMUSG00000045193,Cirbp,cold inducible RNA binding protein,YES,no,YES,YES,YES,YES,FALSE,FALSE,FALSE
Cirh1a,ENSMUSG00000041438,Cirh1a,"cirrhosis, autosomal recessive 1A (human)",no,YES,no,no,no,no,FALSE,FALSE,FALSE
Cisd1,ENSMUSG00000037710,Cisd1,CDGSH iron sulfur domain 1,YES,no,no,no,no,YES,FALSE,FALSE,FALSE
Cisd2,ENSMUSG00000028165,Cisd2,CDGSH iron sulfur domain 2,YES,no,no,no,no,no,FALSE,FALSE,FALSE
Ckap4,ENSMUSG00000046841,Ckap4,cytoskeleton-associated protein 4,YES,YES,YES,YES,YES,no,FALSE,FALSE,FALSE
Ckap5,ENSMUSG00000040549,Ckap5,cytoskeleton associated protein 5,no,no,no,no,YES,no,FALSE,FALSE,FALSE
Ckmt1,ENSMUSG00000000308,Ckmt1,"creatine kinase, mitochondrial 1, ubiquitous",no,YES,no,no,no,no,TRUE,TRUE,TRUE
Clasp1,ENSMUSG00000064302,Clasp1,CLIP associating protein 1,no,no,no,no,YES,no,FALSE,FALSE,FALSE
Clasp2,ENSMUSG00000033392,Clasp2,CLIP associating protein 2,no,YES,no,no,no,YES,FALSE,FALSE,FALSE
Clic1,ENSMUSG00000007041,Clic1,chloride intracellular channel 1,no,no,YES,no,no,no,FALSE,FALSE,FALSE
Clpx,ENSMUSG00000015357,Clpx,caseinolytic mitochondrial matrix peptidase chaperone subunit,no,YES,no,no,no,no,FALSE,FALSE,FALSE
Cltb,ENSMUSG00000047547,Cltb,"clathrin, light polypeptide (Lcb)",no,no,no,no,no,YES,FALSE,FALSE,FALSE
Cltc,ENSMUSG00000047126,Cltc,"clathrin, heavy polypeptide (Hc)",no,YES,YES,no,YES,no,FALSE,TRUE,FALSE
Cmas,ENSMUSG00000030282,Cmas,cytidine monophospho-N-acetylneuraminic acid synthetase,no,YES,no,no,no,no,FALSE,FALSE,FALSE
Cmss1,ENSMUSG00000022748,Cmss1,cms small ribosomal subunit 1,no,YES,no,YES,no,no,FALSE,FALSE,FALSE
Cnbp,ENSMUSG00000030057,Cnbp,cellular nucleic acid binding protein,YES,no,YES,YES,YES,YES,FALSE,FALSE,FALSE
Cndp2,ENSMUSG00000024644,Cndp2,CNDP dipeptidase 2 (metallopeptidase M20 family),no,no,no,no,no,YES,TRUE,TRUE,TRUE
Cnn1,ENSMUSG00000001349,Cnn1,calponin 1,no,no,no,no,no,YES,FALSE,FALSE,FALSE
Cnn3,ENSMUSG00000053931,Cnn3,"calponin 3, acidic",no,no,no,YES,YES,no,FALSE,FALSE,FALSE
Cnot1,ENSMUSG00000036550,Cnot1,"CCR4-NOT transcription complex, subunit 1",no,no,no,YES,YES,no,FALSE,FALSE,FALSE
Cnot2,ENSMUSG00000020166,Cnot2,"CCR4-NOT transcription complex, subunit 2",no,no,no,no,YES,no,FALSE,FALSE,FALSE
Cnot3,ENSMUSG00000035632,Cnot3,"CCR4-NOT transcription complex, subunit 3",no,YES,no,no,no,no,FALSE,FALSE,FALSE
Cnot4,ENSMUSG00000038784,Cnot4,"CCR4-NOT transcription complex, subunit 4",no,no,YES,YES,YES,no,TRUE,FALSE,FALSE
Cobl,ENSMUSG00000020173,Cobl,cordon-bleu WH2 repeat,no,YES,no,no,no,no,FALSE,FALSE,FALSE
Copa,ENSMUSG00000026553,Copa,coatomer protein complex subunit alpha,no,YES,no,no,no,YES,FALSE,FALSE,FALSE
Cops2,ENSMUSG00000027206,Cops2,COP9 signalosome subunit 2,no,YES,no,no,no,no,FALSE,FALSE,FALSE
Coro1b,ENSMUSG00000024835;ENSMUSG00000097771,Coro1b,"coronin, actin binding protein 1B",no,YES,no,no,no,no,FALSE,FALSE,FALSE
Cox4i1,ENSMUSG00000031818,Cox4i1,cytochrome c oxidase subunit IV isoform 1,no,no,no,no,YES,no,FALSE,FALSE,TRUE
Cox6b1,ENSMUSG00000036751,Cox6b1,"cytochrome c oxidase, subunit VIb polypeptide 1",no,YES,no,no,no,no,FALSE,FALSE,FALSE
Cpeb2,ENSMUSG00000039782,Cpeb2,cytoplasmic polyadenylation element binding protein 2,no,no,YES,no,YES,no,FALSE,FALSE,FALSE
Cpeb4,ENSMUSG00000020300,Cpeb4,cytoplasmic polyadenylation element binding protein 4,YES,no,no,no,YES,no,FALSE,FALSE,FALSE
Cpsf1,ENSMUSG00000034022,Cpsf1,cleavage and polyadenylation specific factor 1,no,YES,no,no,no,no,FALSE,FALSE,FALSE
Cpsf2,ENSMUSG00000041781,Cpsf2,cleavage and polyadenylation specific factor 2,no,YES,no,no,no,no,FALSE,FALSE,FALSE
Cpsf4,ENSMUSG00000029625,Cpsf4,cleavage and polyadenylation specific factor 4,no,no,no,no,YES,no,FALSE,FALSE,FALSE
Cpsf6,ENSMUSG00000055531,Cpsf6,cleavage and polyadenylation specific factor 6,no,YES,YES,YES,YES,no,FALSE,FALSE,FALSE
Cpsf7,ENSMUSG00000034820,Cpsf7,cleavage and polyadenylation specific factor 7,no,YES,no,no,YES,YES,FALSE,FALSE,FALSE
Cpt2,ENSMUSG00000028607,Cpt2,carnitine palmitoyltransferase 2,no,no,no,no,YES,no,TRUE,TRUE,TRUE
Creb1,ENSMUSG00000025958,Creb1,cAMP responsive element binding protein 1,no,YES,no,no,no,no,FALSE,FALSE,FALSE
Crebrf,ENSMUSG00000048249,Crebrf,CREB3 regulatory factor,YES,no,no,no,no,no,FALSE,FALSE,FALSE
Crip2,ENSMUSG00000006356,Crip2,cysteine rich protein 2,no,no,no,no,YES,no,FALSE,FALSE,FALSE
Crnkl1,ENSMUSG00000001767,Crnkl1,"Crn, crooked neck-like 1 (Drosophila)",no,YES,no,no,no,no,FALSE,FALSE,FALSE
Cryab,ENSMUSG00000032060,Cryab,"crystallin, alpha B",no,no,no,no,YES,no,FALSE,FALSE,FALSE
Cs,ENSMUSG00000005683,Cs,citrate synthase,no,no,no,no,YES,no,TRUE,TRUE,TRUE
Csde1,ENSMUSG00000068823,Csde1,"cold shock domain containing E1, RNA binding",YES,no,YES,YES,YES,YES,FALSE,FALSE,FALSE
Cse1l,ENSMUSG00000002718,Cse1l,chromosome segregation 1-like (S. cerevisiae),no,no,no,no,no,YES,FALSE,FALSE,FALSE
Csnk1a1,ENSMUSG00000024576,Csnk1a1,"casein kinase 1, alpha 1",no,no,no,no,YES,no,TRUE,FALSE,FALSE
Csnk1e,ENSMUSG00000022433,Csnk1e,"casein kinase 1, epsilon",no,no,no,no,YES,no,TRUE,FALSE,FALSE
Csnk2a1,ENSMUSG00000074698,Csnk2a1,"casein kinase 2, alpha 1 polypeptide",no,no,no,no,YES,no,TRUE,TRUE,TRUE
Csnk2a2,ENSMUSG00000046707,Csnk2a2,"casein kinase 2, alpha prime polypeptide",no,no,no,no,YES,no,TRUE,TRUE,TRUE
Csnk2b,ENSMUSG00000024387,Csnk2b,"casein kinase 2, beta polypeptide",no,no,no,no,YES,no,FALSE,TRUE,FALSE
Csrp1,ENSMUSG00000026421,Csrp1,cysteine and glycine-rich protein 1,no,no,no,no,YES,YES,FALSE,FALSE,FALSE
Csrp2,ENSMUSG00000020186,Csrp2,cysteine and glycine-rich protein 2,no,no,no,no,no,YES,FALSE,FALSE,FALSE
Cstb,ENSMUSG00000005054,Cstb,cystatin B,no,no,YES,no,no,no,FALSE,FALSE,FALSE
Cstf1,ENSMUSG00000027498,Cstf1,"cleavage stimulation factor, 3' pre-RNA, subunit 1",no,no,no,no,YES,no,FALSE,FALSE,FALSE
Cstf2,ENSMUSG00000031256,Cstf2,"cleavage stimulation factor, 3' pre-RNA subunit 2",YES,YES,YES,YES,YES,no,FALSE,FALSE,FALSE
Cstf2t,ENSMUSG00000053536,Cstf2t,"cleavage stimulation factor, 3' pre-RNA subunit 2, tau",no,YES,YES,YES,YES,no,FALSE,FALSE,FALSE
Cstf3,ENSMUSG00000027176,Cstf3,"cleavage stimulation factor, 3' pre-RNA, subunit 3",no,YES,no,no,no,no,FALSE,FALSE,FALSE
Ctcf,ENSMUSG00000005698,Ctcf,CCCTC-binding factor,no,YES,no,no,no,no,FALSE,FALSE,FALSE
Ctif,ENSMUSG00000052928,Ctif,CBP80/20-dependent translation initiation factor,no,no,no,no,YES,no,FALSE,FALSE,FALSE
Ctnna1,ENSMUSG00000037815,Ctnna1,"catenin (cadherin associated protein), alpha 1",no,YES,no,YES,no,no,FALSE,FALSE,FALSE
Ctnnb1,ENSMUSG00000006932,Ctnnb1,"catenin (cadherin associated protein), beta 1",YES,no,no,no,no,YES,FALSE,FALSE,FALSE
Ctnnbl1,ENSMUSG00000027649,Ctnnbl1,"catenin, beta like 1",no,YES,no,no,no,no,FALSE,FALSE,FALSE
Ctnnd1,ENSMUSG00000034101,Ctnnd1,"catenin (cadherin associated protein), delta 1",no,YES,YES,no,no,YES,FALSE,FALSE,FALSE
Ctr9,ENSMUSG00000005609,Ctr9,"CTR9 homolog, Paf1/RNA polymerase II complex component",no,YES,no,no,no,no,FALSE,FALSE,FALSE
Ctsd,ENSMUSG00000007891,Ctsd,cathepsin D,no,no,no,no,YES,no,TRUE,FALSE,FALSE
Cttn,ENSMUSG00000031078,Cttn,cortactin,no,YES,no,no,no,no,FALSE,FALSE,FALSE
Cul4b,ENSMUSG00000031095,Cul4b,cullin 4B,no,YES,no,no,no,no,FALSE,FALSE,FALSE
Cwc15,ENSMUSG00000004096,Cwc15,CWC15 spliceosome-associated protein,no,YES,no,no,no,YES,FALSE,FALSE,FALSE
Cwc22,ENSMUSG00000027014,Cwc22,CWC22 spliceosome-associated protein,no,YES,no,no,YES,no,FALSE,FALSE,FALSE
Cwf19l2,ENSMUSG00000025898,Cwf19l2,"CWF19-like 2, cell cycle control (S. pombe)",no,YES,no,no,no,no,FALSE,FALSE,FALSE
Cxxc5,ENSMUSG00000046668,Cxxc5,CXXC finger 5,no,no,no,no,no,YES,FALSE,FALSE,FALSE
Cyb5b,ENSMUSG00000031924,Cyb5b,cytochrome b5 type B,no,no,no,no,YES,no,FALSE,TRUE,FALSE
Cyb5r3,ENSMUSG00000018042,Cyb5r3,cytochrome b5 reductase 3,no,no,no,no,YES,no,TRUE,TRUE,TRUE
Cyc1,ENSMUSG00000022551,Cyc1,cytochrome c-1,no,no,no,no,YES,no,FALSE,TRUE,TRUE
Cycs,ENSMUSG00000063694,Cycs,"cytochrome c, somatic",no,YES,no,no,no,no,FALSE,TRUE,TRUE
Cyth2,ENSMUSG00000003269,Cyth2,cytohesin 2,no,YES,no,no,no,no,FALSE,FALSE,FALSE
D5Ertd579e,ENSMUSG00000029190,D5Ertd579e,"DNA segment, Chr 5, ERATO Doi 579, expressed",no,no,no,no,YES,no,FALSE,FALSE,FALSE
Dap3,ENSMUSG00000068921,Dap3,death associated protein 3,no,no,no,no,YES,no,FALSE,FALSE,FALSE
Dars,ENSMUSG00000026356,Dars,aspartyl-tRNA synthetase,no,no,no,no,no,YES,TRUE,FALSE,FALSE
Dazap1,ENSMUSG00000069565,Dazap1,DAZ associated protein 1,YES,no,YES,YES,YES,no,FALSE,FALSE,FALSE
Dazl,ENSMUSG00000010592,Dazl,deleted in azoospermia-like,no,no,no,YES,no,no,FALSE,FALSE,FALSE
Dcaf13,ENSMUSG00000022300;ENSMUSG00000106903,Dcaf13,DDB1 and CUL4 associated factor 13,no,YES,YES,YES,YES,no,FALSE,FALSE,FALSE
Dcaf7,ENSMUSG00000049354,Dcaf7,DDB1 and CUL4 associated factor 7,no,YES,no,no,no,no,FALSE,FALSE,FALSE
Dcakd,ENSMUSG00000020935,Dcakd,dephospho-CoA kinase domain containing,no,YES,no,no,no,no,FALSE,FALSE,FALSE
Ddb1,ENSMUSG00000024740,Ddb1,damage specific DNA binding protein 1,no,YES,no,no,YES,no,FALSE,FALSE,FALSE
Ddx1,ENSMUSG00000037149,Ddx1,DEAD (Asp-Glu-Ala-Asp) box polypeptide 1,YES,no,YES,YES,YES,no,TRUE,FALSE,FALSE
Ddx10,ENSMUSG00000053289,Ddx10,DEAD (Asp-Glu-Ala-Asp) box polypeptide 10,no,YES,no,YES,YES,no,TRUE,FALSE,FALSE
Ddx17,ENSMUSG00000055065,Ddx17,DEAD (Asp-Glu-Ala-Asp) box polypeptide 17,YES,YES,YES,YES,YES,YES,FALSE,FALSE,FALSE
Ddx18,ENSMUSG00000001674,Ddx18,DEAD (Asp-Glu-Ala-Asp) box polypeptide 18,no,no,YES,YES,YES,no,TRUE,FALSE,FALSE
Ddx19a,ENSMUSG00000015023,Ddx19a,DEAD (Asp-Glu-Ala-Asp) box polypeptide 19a,no,no,no,no,YES,no,TRUE,FALSE,FALSE
Ddx20,ENSMUSG00000027905,Ddx20,DEAD (Asp-Glu-Ala-Asp) box polypeptide 20,no,YES,no,no,YES,no,TRUE,FALSE,FALSE
Ddx21,ENSMUSG00000020075,Ddx21,DEAD (Asp-Glu-Ala-Asp) box polypeptide 21,YES,no,YES,YES,YES,YES,TRUE,FALSE,FALSE
Ddx23,ENSMUSG00000003360,Ddx23,DEAD (Asp-Glu-Ala-Asp) box polypeptide 23,no,YES,no,no,YES,no,FALSE,FALSE,FALSE
Ddx24,ENSMUSG00000041645,Ddx24,DEAD (Asp-Glu-Ala-Asp) box polypeptide 24,no,no,YES,YES,YES,no,TRUE,FALSE,FALSE
Ddx27,ENSMUSG00000017999,Ddx27,DEAD (Asp-Glu-Ala-Asp) box polypeptide 27,no,YES,YES,YES,YES,YES,TRUE,FALSE,FALSE
Ddx28,ENSMUSG00000045538,Ddx28,DEAD (Asp-Glu-Ala-Asp) box polypeptide 28,no,no,no,no,YES,no,TRUE,FALSE,FALSE
Ddx31,ENSMUSG00000026806,Ddx31,DEAD/H (Asp-Glu-Ala-Asp/His) box polypeptide 31,no,no,no,YES,YES,no,TRUE,FALSE,FALSE
Ddx39,ENSMUSG00000005481,Ddx39,DEAD (Asp-Glu-Ala-Asp) box polypeptide 39,no,YES,no,YES,YES,no,TRUE,FALSE,FALSE
Ddx39b,ENSMUSG00000019432,Ddx39b,DEAD (Asp-Glu-Ala-Asp) box polypeptide 39B,YES,no,YES,YES,YES,no,TRUE,FALSE,FALSE
Ddx3x,ENSMUSG00000000787,Ddx3x,"DEAD/H (Asp-Glu-Ala-Asp/His) box polypeptide 3, X-linked",YES,YES,YES,YES,YES,no,TRUE,FALSE,FALSE
Ddx3y,ENSMUSG00000069045,Ddx3y,"DEAD (Asp-Glu-Ala-Asp) box polypeptide 3, Y-linked",YES,YES,YES,no,YES,no,TRUE,FALSE,FALSE
Ddx41,ENSMUSG00000021494,Ddx41,DEAD (Asp-Glu-Ala-Asp) box polypeptide 41,no,no,no,no,YES,no,TRUE,FALSE,FALSE
Ddx42,ENSMUSG00000020705,Ddx42,DEAD (Asp-Glu-Ala-Asp) box polypeptide 42,no,YES,no,YES,YES,no,TRUE,FALSE,FALSE
Ddx46,ENSMUSG00000021500,Ddx46,DEAD (Asp-Glu-Ala-Asp) box polypeptide 46,no,YES,YES,YES,no,YES,TRUE,FALSE,FALSE
Ddx47,ENSMUSG00000030204,Ddx47,DEAD (Asp-Glu-Ala-Asp) box polypeptide 47,no,no,no,YES,no,no,TRUE,FALSE,FALSE
Ddx49,ENSMUSG00000057788,Ddx49,DEAD (Asp-Glu-Ala-Asp) box polypeptide 49,no,no,no,YES,no,no,TRUE,FALSE,FALSE
Ddx5,ENSMUSG00000020719,Ddx5,DEAD (Asp-Glu-Ala-Asp) box polypeptide 5,YES,YES,YES,YES,YES,YES,FALSE,FALSE,FALSE
Ddx50,ENSMUSG00000020076,Ddx50,DEAD (Asp-Glu-Ala-Asp) box polypeptide 50,no,no,no,no,YES,no,TRUE,FALSE,FALSE
Ddx51,ENSMUSG00000029504,Ddx51,DEAD (Asp-Glu-Ala-Asp) box polypeptide 51,YES,no,YES,YES,YES,no,TRUE,FALSE,FALSE
Ddx52,ENSMUSG00000020677,Ddx52,DEAD (Asp-Glu-Ala-Asp) box polypeptide 52,no,no,no,YES,YES,no,TRUE,FALSE,FALSE
Ddx54,ENSMUSG00000029599,Ddx54,DEAD (Asp-Glu-Ala-Asp) box polypeptide 54,no,no,YES,YES,YES,no,TRUE,FALSE,FALSE
Ddx55,ENSMUSG00000029389,Ddx55,DEAD (Asp-Glu-Ala-Asp) box polypeptide 55,no,YES,no,no,no,no,TRUE,FALSE,FALSE
Ddx56,ENSMUSG00000004393,Ddx56,DEAD (Asp-Glu-Ala-Asp) box polypeptide 56,no,YES,YES,YES,YES,no,TRUE,FALSE,FALSE
Ddx6,ENSMUSG00000032097,Ddx6,DEAD (Asp-Glu-Ala-Asp) box polypeptide 6,no,YES,no,YES,YES,no,TRUE,FALSE,FALSE
Decr1,ENSMUSG00000028223,Decr1,"2,4-dienoyl CoA reductase 1, mitochondrial",no,no,no,no,YES,no,TRUE,TRUE,TRUE
Dek,ENSMUSG00000021377,Dek,DEK oncogene (DNA binding),no,YES,YES,no,no,no,FALSE,FALSE,FALSE
Denr,ENSMUSG00000023106,Denr,density-regulated protein,no,no,YES,no,no,no,FALSE,FALSE,FALSE
Derl2,ENSMUSG00000018442,Derl2,"Der1-like domain family, member 2",no,YES,no,no,no,no,FALSE,FALSE,FALSE
Des,ENSMUSG00000026208,Des,desmin,no,no,no,no,YES,no,FALSE,FALSE,FALSE
Dffb,ENSMUSG00000029027,Dffb,"DNA fragmentation factor, beta subunit",no,no,no,no,no,YES,FALSE,FALSE,FALSE
Dhcr24,ENSMUSG00000034926,Dhcr24,24-dehydrocholesterol reductase,no,YES,no,no,no,no,TRUE,TRUE,TRUE
Dhx15,ENSMUSG00000029169,Dhx15,DEAH (Asp-Glu-Ala-His) box polypeptide 15,no,YES,no,YES,YES,YES,TRUE,FALSE,FALSE
Dhx16,ENSMUSG00000024422,Dhx16,DEAH (Asp-Glu-Ala-His) box polypeptide 16,no,no,no,no,YES,no,FALSE,FALSE,FALSE
Dhx29,ENSMUSG00000042426,Dhx29,DEAH (Asp-Glu-Ala-His) box polypeptide 29,no,YES,no,no,YES,no,TRUE,FALSE,FALSE
Dhx30,ENSMUSG00000032480,Dhx30,DEAH (Asp-Glu-Ala-His) box polypeptide 30,YES,no,YES,no,YES,no,TRUE,FALSE,FALSE
Dhx33,ENSMUSG00000040620,Dhx33,DEAH (Asp-Glu-Ala-His) box polypeptide 33,no,no,no,YES,no,no,TRUE,FALSE,FALSE
Dhx35,ENSMUSG00000027655,Dhx35,DEAH (Asp-Glu-Ala-His) box polypeptide 35,no,YES,no,no,no,no,FALSE,FALSE,FALSE
Dhx36,ENSMUSG00000027770,Dhx36,DEAH (Asp-Glu-Ala-His) box polypeptide 36,YES,no,no,no,YES,no,TRUE,FALSE,FALSE
Dhx40,ENSMUSG00000018425,Dhx40,DEAH (Asp-Glu-Ala-His) box polypeptide 40,no,YES,no,no,no,no,TRUE,FALSE,FALSE
Dhx57,ENSMUSG00000035051,Dhx57,DEAH (Asp-Glu-Ala-Asp/His) box polypeptide 57,no,no,no,no,YES,no,TRUE,FALSE,FALSE
Dhx8,ENSMUSG00000034931,Dhx8,DEAH (Asp-Glu-Ala-His) box polypeptide 8,no,YES,YES,no,YES,YES,TRUE,FALSE,FALSE
Dhx9,ENSMUSG00000042699,Dhx9,DEAH (Asp-Glu-Ala-His) box polypeptide 9,YES,YES,YES,YES,YES,no,FALSE,FALSE,FALSE
Dido1,ENSMUSG00000038914,Dido1,death inducer-obliterator 1,no,YES,no,no,no,YES,FALSE,FALSE,FALSE
Diexf,ENSMUSG00000016181,Diexf,digestive organ expansion factor homolog (zebrafish),no,YES,no,no,YES,no,FALSE,FALSE,FALSE
Dimt1,ENSMUSG00000021692,Dimt1,DIM1 dimethyladenosine transferase 1-like (S. cerevisiae),no,YES,YES,YES,YES,no,TRUE,FALSE,FALSE
Dis3,ENSMUSG00000033166,Dis3,"DIS3 homolog, exosome endoribonuclease and 3'-5' exoribonuclease",no,no,no,YES,no,no,FALSE,FALSE,FALSE
Dis3l2,ENSMUSG00000053333,Dis3l2,DIS3 like 3'-5' exoribonuclease 2,no,no,YES,no,YES,no,FALSE,FALSE,FALSE
Dkc1,ENSMUSG00000031403,Dkc1,"dyskeratosis congenita 1, dyskerin",no,YES,no,YES,YES,no,FALSE,FALSE,FALSE
Dld,ENSMUSG00000020664,Dld,dihydrolipoamide dehydrogenase,no,no,no,no,no,YES,TRUE,TRUE,TRUE
Dlg1,ENSMUSG00000022770,Dlg1,"discs, large homolog 1 (Drosophila)",no,YES,no,no,no,YES,FALSE,FALSE,FALSE
Dnaja1,ENSMUSG00000028410,Dnaja1,DnaJ heat shock protein family (Hsp40) member A1,YES,no,no,no,YES,YES,FALSE,FALSE,FALSE
Dnajb1,ENSMUSG00000005483,Dnajb1,DnaJ heat shock protein family (Hsp40) member B1,no,YES,no,no,no,no,FALSE,FALSE,FALSE
