GeneID,TrnID,PepID,GeneName,GeneFamily,UniProtKB_ID,UniProtKB_Gene_Name
ENSG00000177494,ENST00000317012,ENSP00000321370,ZBED2,zf-BED,Q9BTP6,ZBED2_HUMAN
ENSG00000132846,ENST00000255198,ENSP00000255198,ZBED3,zf-BED,Q96IU2,ZBED3_HUMAN
ENSG00000100426,ENST00000216268,ENSP00000216268,ZBED4,zf-BED,O75132,ZBED4_HUMAN
ENSG00000236287,ENST00000413761,ENSP00000415939,ZBED5,zf-BED,Q49AG3,ZBED5_HUMAN
ENSG00000257315,ENST00000550078,ENSP00000447879,ZBED6,zf-BED,P86452,ZBED6_HUMAN
ENSG00000126804,ENST00000683701,ENSP00000506911,ZBTB1,ZBTB,Q9Y2K1,ZBTB1_HUMAN
ENSG00000205189,ENST00000455036,ENSP00000412036,ZBTB10,ZBTB,Q96DT7,ZBT10_HUMAN
ENSG00000066422,ENST00000312938,ENSP00000326200,ZBTB11,ZBTB,O95625,ZBT11_HUMAN
ENSG00000204366,ENST00000375527,ENSP00000364677,ZBTB12,ZBTB,Q9Y330,ZBT12_HUMAN
ENSG00000198081,ENST00000651870,ENSP00000499212,ZBTB14,ZBTB,O43829,ZBT14_HUMAN
ENSG00000109906,ENST00000335953,ENSP00000338157,ZBTB16,ZBTB,Q05516,ZBT16_HUMAN
ENSG00000116809,ENST00000375743,ENSP00000364895,ZBTB17,ZBTB,Q13105,ZBT17_HUMAN
ENSG00000179456,ENST00000358704,ENSP00000351539,ZBTB18,ZBTB,Q99592,ZBT18_HUMAN
ENSG00000181472,ENST00000325144,ENSP00000323183,ZBTB2,ZBTB,Q8N680,ZBTB2_HUMAN
ENSG00000181722,ENST00000675478,ENSP00000501561,ZBTB20,ZBTB,Q9HC78,ZBT20_HUMAN
ENSG00000173276,ENST00000310826,ENSP00000308759,ZBTB21,ZBTB,Q9ULJ3,ZBT21_HUMAN
ENSG00000236104,ENST00000431845,ENSP00000407545,ZBTB22,ZBTB,O15209,ZBT22_HUMAN
ENSG00000112365,ENST00000230122,ENSP00000230122,ZBTB24,ZBTB,O43167,ZBT24_HUMAN
ENSG00000089775,ENST00000608382,ENSP00000476746,ZBTB25,ZBTB,P24278,ZBT25_HUMAN
ENSG00000171448,ENST00000373656,ENSP00000362760,ZBTB26,ZBTB,Q9HCK0,ZBT26_HUMAN
ENSG00000185670,ENST00000394807,ENSP00000378286,ZBTB3,ZBTB,Q9H5J0,ZBTB3_HUMAN
ENSG00000011590,ENST00000392197,ENSP00000376035,ZBTB32,ZBTB,Q9Y2Y4,ZBT32_HUMAN
ENSG00000177485,ENST00000557385,ENSP00000450969,ZBTB33,ZBTB,Q86T24,KAISO_HUMAN
ENSG00000177125,ENST00000319119,ENSP00000317534,ZBTB34,ZBTB,Q8NCN2,ZBT34_HUMAN
ENSG00000185278,ENST00000367701,ENSP00000356674,ZBTB37,ZBTB,Q5TC79,ZBT37_HUMAN
ENSG00000177311,ENST00000321464,ENSP00000372635,ZBTB38,ZBTB,Q8NAP3,ZBT38_HUMAN
ENSG00000166860,ENST00000300101,ENSP00000300101,ZBTB39,ZBTB,O15060,ZBT39_HUMAN
ENSG00000174282,ENST00000380599,ENSP00000369973,ZBTB4,ZBTB,Q9P1Z0,ZBTB4_HUMAN
ENSG00000184677,ENST00000375647,ENSP00000364798,ZBTB40,ZBTB,Q9NUA8,ZBT40_HUMAN
ENSG00000177888,ENST00000367405,ENSP00000356375,ZBTB41,ZBTB,Q5SVQ8,ZBT41_HUMAN
ENSG00000179627,ENST00000342537,ENSP00000409107,ZBTB42,ZBTB,B2RXF5,ZBT42_HUMAN
ENSG00000169155,ENST00000373464,ENSP00000362563,ZBTB43,ZBTB,O43298,ZBT43_HUMAN
ENSG00000196323,ENST00000357899,ENSP00000350574,ZBTB44,ZBTB,Q8NCP5,ZBT44_HUMAN
ENSG00000119574,ENST00000594051,ENSP00000469089,ZBTB45,ZBTB,Q96K62,ZBT45_HUMAN
ENSG00000130584,ENST00000245663,ENSP00000245663,ZBTB46,ZBTB,Q86UZ6,ZBT46_HUMAN
ENSG00000114853,ENST00000232974,ENSP00000232974,ZBTB47,ZBTB,Q9UFB7,ZBT47_HUMAN
ENSG00000204859,ENST00000377674,ENSP00000366902,ZBTB48,ZBTB,P10074,TZAP_HUMAN
ENSG00000168826,ENST00000337872,ENSP00000338807,ZBTB49,ZBTB,Q6ZSB9,ZBT49_HUMAN
ENSG00000168795,ENST00000307750,ENSP00000307604,ZBTB5,ZBTB,O15062,ZBTB5_HUMAN
ENSG00000186130,ENST00000373659,ENSP00000362763,ZBTB6,ZBTB,Q15916,ZBTB6_HUMAN
ENSG00000178951,ENST00000322357,ENSP00000323670,ZBTB7A,ZBTB,O95365,ZBT7A_HUMAN
ENSG00000160685,ENST00000535420,ENSP00000438647,ZBTB7B,ZBTB,O15156,ZBT7B_HUMAN
ENSG00000184828,ENST00000590800,ENSP00000467877,ZBTB7C,ZBTB,A1YPR0,ZBT7C_HUMAN
ENSG00000160062,ENST00000373510,ENSP00000362609,ZBTB8A,ZBTB,Q96BR9,ZBT8A_HUMAN
ENSG00000273274,ENST00000609129,ENSP00000476499,ZBTB8B,ZBTB,Q8NAP8,ZBT8B_HUMAN
ENSG00000148516,ENST00000424869,ENSP00000415961,ZEB1,zf-C2H2,P37275,ZEB1_HUMAN
ENSG00000169554,ENST00000627532,ENSP00000487174,ZEB2,zf-C2H2,O60315,ZEB2_HUMAN
ENSG00000066827,ENST00000377838,ENSP00000367069,ZFAT,zf-C2H2,Q9P243,ZFAT_HUMAN
ENSG00000136367,ENST00000419474,ENSP00000413418,ZFHX2,Homeobox,Q9C0A1,ZFHX2_HUMAN
ENSG00000140836,ENST00000268489,ENSP00000268489,ZFHX3,Homeobox,Q15911,ZFHX3_HUMAN
ENSG00000091656,ENST00000651372,ENSP00000498627,ZFHX4,Homeobox,Q86UP3,ZFHX4_HUMAN
ENSG00000184517,ENST00000570010,ENSP00000457044,ZFP1,zf-C2H2,Q6P2D0,ZFP1_HUMAN
ENSG00000142065,ENST00000270001,ENSP00000270001,ZFP14,zf-C2H2,Q9HCL3,ZFP14_HUMAN
ENSG00000198939,ENST00000361362,ENSP00000354453,ZFP2,zf-C2H2,Q6ZN57,ZFP2_HUMAN
ENSG00000196867,ENST00000301318,ENSP00000301318,ZFP28,zf-C2H2,Q8NHY6,ZFP28_HUMAN
ENSG00000180787,ENST00000318833,ENSP00000320347,ZFP3,zf-C2H2,Q96NJ6,ZFP3_HUMAN
ENSG00000120784,ENST00000684514,ENSP00000508019,ZFP30,zf-C2H2,Q9Y2G7,ZFP30_HUMAN
ENSG00000185650,ENST00000439696,ENSP00000388402,ZFP36L1,zf-CCCH,Q07352,TISB_HUMAN
ENSG00000152518,ENST00000282388,ENSP00000282388,ZFP36L2,zf-CCCH,P47974,TISD_HUMAN
ENSG00000136866,ENST00000374227,ENSP00000363344,ZFP37,zf-C2H2,Q9Y6Q3,ZFP37_HUMAN
ENSG00000181638,ENST00000330701,ENSP00000327427,ZFP41,zf-C2H2,Q8N8Y5,ZFP41_HUMAN
ENSG00000179059,ENST00000326866,ENSP00000317686,ZFP42,zf-C2H2,Q96MM3,ZFP42_HUMAN
ENSG00000204644,ENST00000376883,ENSP00000366080,ZFP57,zf-C2H2,Q9NU63,ZFP57_HUMAN
ENSG00000196670,ENST00000502412,ENSP00000423820,ZFP62,zf-C2H2,Q8NB50,ZFP62_HUMAN
ENSG00000020256,ENST00000216923,ENSP00000216923,ZFP64,zf-C2H2,Q9NTW7,ZF64B_HUMAN
ENSG00000187815,ENST00000372706,ENSP00000361791,ZFP69,zf-C2H2,Q49AA0,ZFP69_HUMAN
ENSG00000187801,ENST00000361584,ENSP00000354547,ZFP69B,zf-C2H2,Q9UJL9,ZF69B_HUMAN
ENSG00000181007,ENST00000392161,ENSP00000431265,ZFP82,zf-C2H2,Q8N141,ZFP82_HUMAN
ENSG00000184939,ENST00000563169,ENSP00000454418,ZFP90,zf-C2H2,Q8TF47,ZFP90_HUMAN
ENSG00000186660,ENST00000316059,ENSP00000339030,ZFP91,zf-C2H2,Q96JP5,ZFP91_HUMAN
ENSG00000255073,ENST00000389919,ENSP00000455911,ZFP91-CNTF,zf-C2H2,A0A0A6YYC7,
ENSG00000189420,ENST00000338647,ENSP00000462054,ZFP92,zf-C2H2,A6NM28,ZFP92_HUMAN
ENSG00000179588,ENST00000319555,ENSP00000326630,ZFPM1,zf-C2H2,Q8IX07,FOG1_HUMAN
ENSG00000169946,ENST00000407775,ENSP00000384179,ZFPM2,zf-C2H2,Q8WW38,FOG2_HUMAN
ENSG00000188070,ENST00000433688,ENSP00000482180,ZFTA,zf-BED,C9JLR9,ZFTA_HUMAN
ENSG00000005889,ENST00000304543,ENSP00000304985,ZFX,zf-C2H2,P17010,ZFX_HUMAN
ENSG00000067646,ENST00000155093,ENSP00000155093,ZFY,zf-C2H2,P08048,ZFY_HUMAN
ENSG00000220201,ENST00000403903,ENSP00000384434,ZGLP1,zf-GATA,P0C6A0,ZGLP1_HUMAN
ENSG00000197114,ENST00000355969,ENSP00000348242,ZGPAT,TF_others,Q8N5A5,ZGPAT_HUMAN
ENSG00000165156,ENST00000395571,ENSP00000378938,ZHX1,Homeobox,Q9UKY1,ZHX1_HUMAN
ENSG00000178764,ENST00000314393,ENSP00000314709,ZHX2,Homeobox,Q9Y6X8,ZHX2_HUMAN
ENSG00000174306,ENST00000683867,ENSP00000506788,ZHX3,Homeobox,Q9H4I2,ZHX3_HUMAN
ENSG00000152977,ENST00000282928,ENSP00000282928,ZIC1,zf-C2H2,Q15915,ZIC1_HUMAN
ENSG00000043355,ENST00000376335,ENSP00000365514,ZIC2,zf-C2H2,O95409,ZIC2_HUMAN
ENSG00000156925,ENST00000287538,ENSP00000287538,ZIC3,zf-C2H2,O60481,ZIC3_HUMAN
ENSG00000174963,ENST00000383075,ENSP00000372553,ZIC4,zf-C2H2,Q8N9L1,ZIC4_HUMAN
ENSG00000139800,ENST00000267294,ENSP00000267294,ZIC5,zf-C2H2,Q96T25,ZIC5_HUMAN
ENSG00000171649,ENST00000597850,ENSP00000472867,ZIK1,zf-C2H2,Q3SY52,ZIK1_HUMAN
ENSG00000269699,ENST00000629319,ENSP00000486502,ZIM2,zf-C2H2,Q9NZV7,ZIM2_HUMAN
ENSG00000141946,ENST00000269834,ENSP00000269834,ZIM3,zf-C2H2,Q96PE6,ZIM3_HUMAN
ENSG00000106261,ENST00000324306,ENSP00000323148,ZKSCAN1,zf-C2H2,P17029,ZKSC1_HUMAN
ENSG00000155592,ENST00000328086,ENSP00000331626,ZKSCAN2,zf-C2H2,Q63HK3,ZKSC2_HUMAN
ENSG00000189298,ENST00000252211,ENSP00000252211,ZKSCAN3,zf-C2H2,Q9BRR0,ZKSC3_HUMAN
ENSG00000187626,ENST00000377294,ENSP00000366509,ZKSCAN4,zf-C2H2,Q969J2,ZKSC4_HUMAN
ENSG00000196652,ENST00000326775,ENSP00000322872,ZKSCAN5,zf-C2H2,Q9Y2L8,ZKSC5_HUMAN
ENSG00000196345,ENST00000426540,ENSP00000395524,ZKSCAN7,zf-C2H2,Q9P0L1,ZKSC7_HUMAN
ENSG00000198315,ENST00000330236,ENSP00000332750,ZKSCAN8,zf-C2H2,Q15776,ZKSC8_HUMAN
ENSG00000108175,ENST00000334512,ENSP00000334474,ZMIZ1,zf-MIZ,Q9ULJ6,ZMIZ1_HUMAN
ENSG00000122515,ENST00000309315,ENSP00000311778,ZMIZ2,zf-MIZ,Q8NF64,ZMIZ2_HUMAN
ENSG00000256223,ENST00000248211,ENSP00000248211,ZNF10,zf-C2H2,P21506,ZNF10_HUMAN
ENSG00000197020,ENST00000358296,ENSP00000351042,ZNF100,zf-C2H2,Q8IYN0,ZN100_HUMAN
ENSG00000181896,ENST00000592502,ENSP00000468049,ZNF101,zf-C2H2,Q8IZC7,ZN101_HUMAN
ENSG00000196247,ENST00000620827,ENSP00000483720,ZNF107,zf-C2H2,Q9UII5,ZN107_HUMAN
ENSG00000062370,ENST00000354340,ENSP00000346305,ZNF112,zf-C2H2,Q9UJU3,ZN112_HUMAN
ENSG00000178150,ENST00000595607,ENSP00000469998,ZNF114,zf-C2H2,Q8NC26,ZN114_HUMAN
ENSG00000152926,ENST00000282869,ENSP00000282869,ZNF117,zf-C2H2,Q03924,ZN117_HUMAN
ENSG00000164631,ENST00000405858,ENSP00000385939,ZNF12,zf-C2H2,P17014,ZNF12_HUMAN
ENSG00000197961,ENST00000320451,ENSP00000326967,ZNF121,zf-C2H2,P58317,ZN121_HUMAN
ENSG00000196418,ENST00000543802,ENSP00000440365,ZNF124,zf-C2H2,Q15973,ZN124_HUMAN
ENSG00000172262,ENST00000682664,ENSP00000507111,ZNF131,ZBTB,P52739,ZN131_HUMAN
ENSG00000131849,ENST00000254166,ENSP00000254166,ZNF132,zf-C2H2,P52740,ZN132_HUMAN
ENSG00000125846,ENST00000425686,ENSP00000406638,ZNF133,zf-C2H2,P52736,ZN133_HUMAN
ENSG00000213762,ENST00000396161,ENSP00000379464,ZNF134,zf-C2H2,P52741,ZN134_HUMAN
ENSG00000176293,ENST00000313434,ENSP00000321406,ZNF135,zf-C2H2,P52742,ZN135_HUMAN
ENSG00000196646,ENST00000343979,ENSP00000344162,ZNF136,zf-C2H2,P52737,ZN136_HUMAN
ENSG00000197008,ENST00000307355,ENSP00000303533,ZNF138,zf-C2H2,P52744,ZN138_HUMAN
ENSG00000105708,ENST00000344099,ENSP00000340514,ZNF14,zf-C2H2,P17017,ZNF14_HUMAN
ENSG00000196387,ENST00000355557,ENSP00000347755,ZNF140,zf-C2H2,P52738,ZN140_HUMAN
ENSG00000131127,ENST00000240499,ENSP00000240499,ZNF141,zf-C2H2,Q15928,ZN141_HUMAN
ENSG00000115568,ENST00000411696,ENSP00000398798,ZNF142,zf-C2H2,P52746,ZN142_HUMAN
ENSG00000166478,ENST00000396602,ENSP00000379847,ZNF143,zf-C2H2,P52747,ZN143_HUMAN
ENSG00000167635,ENST00000443387,ENSP00000392095,ZNF146,zf-C2H2,Q15072,OZF_HUMAN
ENSG00000163848,ENST00000360647,ENSP00000353863,ZNF148,zf-C2H2,Q9UQR1,ZN148_HUMAN
ENSG00000179909,ENST00000684351,ENSP00000507206,ZNF154,zf-C2H2,Q13106,ZN154_HUMAN
ENSG00000204920,ENST00000270014,ENSP00000270014,ZNF155,zf-C2H2,Q12901,ZN155_HUMAN
ENSG00000147117,ENST00000377073,ENSP00000366273,ZNF157,zf-C2H2,P51786,ZN157_HUMAN
ENSG00000170631,ENST00000394909,ENSP00000378369,ZNF16,zf-C2H2,P17020,ZNF16_HUMAN
ENSG00000170949,ENST00000683776,ENSP00000507845,ZNF160,zf-C2H2,Q9HCG1,ZN160_HUMAN
ENSG00000197279,ENST00000683778,ENSP00000507525,ZNF165,zf-C2H2,P49910,ZN165_HUMAN
ENSG00000175787,ENST00000395395,ENSP00000378792,ZNF169,zf-C2H2,Q14929,ZN169_HUMAN
ENSG00000186272,ENST00000307658,ENSP00000302455,ZNF17,zf-C2H2,P17021,ZNF17_HUMAN
ENSG00000103343,ENST00000268655,ENSP00000268655,ZNF174,zf-C2H2,Q15697,ZN174_HUMAN
ENSG00000105497,ENST00000262259,ENSP00000262259,ZNF175,zf-C2H2,Q9Y473,ZN175_HUMAN
ENSG00000188629,ENST00000589262,ENSP00000468531,ZNF177,zf-C2H2,Q13360,ZN177_HUMAN
ENSG00000154957,ENST00000580306,ENSP00000463471,ZNF18,zf-C2H2,P17022,ZNF18_HUMAN
ENSG00000167384,ENST00000592529,ENSP00000468021,ZNF180,zf-C2H2,Q9UJW8,ZN180_HUMAN
ENSG00000197841,ENST00000492450,ENSP00000420727,ZNF181,zf-C2H2,Q2M3W8,ZN181_HUMAN
ENSG00000147118,ENST00000376943,ENSP00000366142,ZNF182,zf-C2H2,P17025,ZN182_HUMAN
ENSG00000096654,ENST00000683788,ENSP00000508298,ZNF184,zf-C2H2,Q99676,ZN184_HUMAN
ENSG00000136870,ENST00000339664,ENSP00000342019,ZNF189,zf-C2H2,O75820,ZN189_HUMAN
ENSG00000157429,ENST00000288177,ENSP00000288177,ZNF19,zf-C2H2,P17023,ZNF19_HUMAN
ENSG00000005801,ENST00000399602,ENSP00000382511,ZNF195,zf-C2H2,O14628,ZN195_HUMAN
ENSG00000186448,ENST00000344387,ENSP00000345809,ZNF197,zf-C2H2,O14709,ZN197_HUMAN
ENSG00000275111,ENST00000614034,ENSP00000480297,ZNF2,zf-C2H2,Q9BSG1,ZNF2_HUMAN
ENSG00000132010,ENST00000334213,ENSP00000335437,ZNF20,zf-C2H2,P17024,ZNF20_HUMAN
ENSG00000010539,ENST00000414144,ENSP00000405786,ZNF200,zf-C2H2,P98182,ZN200_HUMAN
ENSG00000166261,ENST00000530393,ENSP00000432504,ZNF202,zf-C2H2,O95125,ZN202_HUMAN
ENSG00000122386,ENST00000219091,ENSP00000219091,ZNF205,zf-C2H2,O95201,ZN205_HUMAN
ENSG00000010244,ENST00000394670,ENSP00000378165,ZNF207,TF_others,O43670,ZN207_HUMAN
ENSG00000160321,ENST00000397126,ENSP00000380315,ZNF208,zf-C2H2,O43345,ZN208_HUMAN
ENSG00000121417,ENST00000240731,ENSP00000240731,ZNF211,zf-C2H2,Q13398,ZN211_HUMAN
ENSG00000170260,ENST00000335870,ENSP00000338572,ZNF212,zf-C2H2,Q9UDV6,ZN212_HUMAN
ENSG00000085644,ENST00000396878,ENSP00000380087,ZNF213,zf-C2H2,O14771,ZN213_HUMAN
ENSG00000149050,ENST00000278314,ENSP00000278314,ZNF214,zf-C2H2,Q9UL59,ZN214_HUMAN
ENSG00000149054,ENST00000278319,ENSP00000278319,ZNF215,zf-C2H2,Q9UL58,ZN215_HUMAN
ENSG00000171940,ENST00000371471,ENSP00000360526,ZNF217,zf-C2H2,O75362,ZN217_HUMAN
ENSG00000165804,ENST00000360947,ENSP00000354206,ZNF219,zf-C2H2,Q9P2Y4,ZN219_HUMAN
ENSG00000165512,ENST00000298299,ENSP00000298299,ZNF22,zf-C2H2,P17026,ZNF22_HUMAN
ENSG00000159905,ENST00000587682,ENSP00000467367,ZNF221,zf-C2H2,Q9UK13,ZN221_HUMAN
ENSG00000159885,ENST00000391960,ENSP00000375822,ZNF222,zf-C2H2,Q9UK12,ZN222_HUMAN
ENSG00000178386,ENST00000434772,ENSP00000401947,ZNF223,zf-C2H2,Q9UK11,ZN223_HUMAN
ENSG00000267680,ENST00000693561,ENSP00000508532,ZNF224,zf-C2H2,Q9NZL3,ZN224_HUMAN
ENSG00000256294,ENST00000262894,ENSP00000262894,ZNF225,zf-C2H2,Q9UK10,EGR1_HUMAN
ENSG00000167380,ENST00000337433,ENSP00000336719,ZNF226,zf-C2H2,Q9NYT6,ZN226_HUMAN
ENSG00000131115,ENST00000313040,ENSP00000321049,ZNF227,zf-C2H2,Q86WZ6,ZN227_HUMAN
ENSG00000278318,ENST00000614049,ENSP00000479884,ZNF229,zf-C2H2,Q9UJW7,ZN229_HUMAN
ENSG00000167377,ENST00000647773,ENSP00000497736,ZNF23,zf-C2H2,P17027,ZNF23_HUMAN
ENSG00000159882,ENST00000429154,ENSP00000409318,ZNF230,zf-C2H2,Q9UIE0,RN141_HUMAN
ENSG00000167840,ENST00000250076,ENSP00000250076,ZNF232,zf-C2H2,Q9UNY5,ZN232_HUMAN
ENSG00000159915,ENST00000683810,ENSP00000507588,ZNF233,zf-C2H2,A6NK53,ZN233_HUMAN
ENSG00000263002,ENST00000426739,ENSP00000400878,ZNF234,zf-C2H2,Q14588,ZN234_HUMAN
ENSG00000159917,ENST00000291182,ENSP00000291182,ZNF235,zf-C2H2,Q14590,ZN235_HUMAN
ENSG00000130856,ENST00000320610,ENSP00000322361,ZNF236,zf-C2H2,Q9UL36,ZN236_HUMAN
ENSG00000196793,ENST00000374446,ENSP00000363569,ZNF239,zf-C2H2,Q16600,ZN239_HUMAN
ENSG00000172466,ENST00000261332,ENSP00000261332,ZNF24,zf-C2H2,P17028,ZNF24_HUMAN
ENSG00000198105,ENST00000395867,ENSP00000379208,ZNF248,zf-C2H2,Q8NDW4,ZN248_HUMAN
ENSG00000175395,ENST00000302609,ENSP00000302222,ZNF25,zf-C2H2,P17030,ZNF25_HUMAN
ENSG00000196150,ENST00000417550,ENSP00000393442,ZNF250,zf-C2H2,P15622,ZN250_HUMAN
ENSG00000198169,ENST00000292562,ENSP00000292562,ZNF251,zf-C2H2,Q9BRH9,ZN251_HUMAN
ENSG00000256771,ENST00000589717,ENSP00000468720,ZNF253,zf-C2H2,O75346,ZN253_HUMAN
ENSG00000213096,ENST00000357002,ENSP00000349494,ZNF254,zf-C2H2,O75437,ZN254_HUMAN
ENSG00000152454,ENST00000282308,ENSP00000282308,ZNF256,zf-C2H2,Q9Y2P7,ZN256_HUMAN
ENSG00000197134,ENST00000594947,ENSP00000470209,ZNF257,zf-C2H2,Q9Y2Q1,ZN257_HUMAN
ENSG00000198393,ENST00000328654,ENSP00000333725,ZNF26,zf-C2H2,P17031,ZNF26_HUMAN
ENSG00000254004,ENST00000523638,ENSP00000429803,ZNF260,zf-C2H2,Q3ZCT1,ZN260_HUMAN
ENSG00000006194,ENST00000219069,ENSP00000219069,ZNF263,zf-C2H2,O14978,ZN263_HUMAN
ENSG00000083844,ENST00000263095,ENSP00000263095,ZNF264,zf-C2H2,O43296,ZN264_HUMAN
ENSG00000174652,ENST00000592904,ENSP00000466714,ZNF266,zf-C2H2,Q14584,ZN266_HUMAN
ENSG00000185947,ENST00000300870,ENSP00000300870,ZNF267,zf-C2H2,Q14586,ZN267_HUMAN
ENSG00000090612,ENST00000536435,ENSP00000444412,ZNF268,zf-C2H2,Q14587,ZN268_HUMAN
ENSG00000198039,ENST00000476120,ENSP00000418719,ZNF273,zf-C2H2,Q14593,ZN273_HUMAN
ENSG00000171606,ENST00000617501,ENSP00000484810,ZNF274,zf-C2H2,Q96GC6,ZN274_HUMAN
ENSG00000063587,ENST00000650114,ENSP00000496975,ZNF275,zf-C2H2,Q9NSD4,ZN275_HUMAN
ENSG00000158805,ENST00000443381,ENSP00000415836,ZNF276,zf-C2H2,Q8N554,ZN276_HUMAN
ENSG00000198839,ENST00000361822,ENSP00000354501,ZNF277,zf-C2H2,Q9NRM2,ZN277_HUMAN
ENSG00000198538,ENST00000457749,ENSP00000397693,ZNF28,zf-C2H2,P17035,ZNF28_HUMAN
ENSG00000169548,ENST00000302097,ENSP00000302855,ZNF280A,TF_others,P59817,Z280A_HUMAN
ENSG00000275004,ENST00000626650,ENSP00000485750,ZNF280B,TF_others,Q86YH2,Z280B_HUMAN
ENSG00000056277,ENST00000370978,ENSP00000360017,ZNF280C,TF_others,Q8ND82,Z280C_HUMAN
ENSG00000137871,ENST00000267807,ENSP00000267807,ZNF280D,TF_others,Q6N043,Z280D_HUMAN
ENSG00000162702,ENST00000367353,ENSP00000356322,ZNF281,zf-C2H2,Q9Y2X9,ZN281_HUMAN
ENSG00000170265,ENST00000610704,ENSP00000477841,ZNF282,zf-C2H2,Q9UDV7,ZN282_HUMAN
ENSG00000167637,ENST00000618787,ENSP00000484852,ZNF283,zf-C2H2,Q8N7M2,ZN283_HUMAN
ENSG00000186026,ENST00000421176,ENSP00000411032,ZNF284,zf-C2H2,Q2VY69,ZN284_HUMAN
ENSG00000267508,ENST00000614994,ENSP00000483662,ZNF285,zf-C2H2,Q96NJ3,ZN285_HUMAN
ENSG00000187607,ENST00000583566,ENSP00000464063,ZNF286A,zf-C2H2,Q9HBT8,Z286A_HUMAN
ENSG00000255104,ENST00000413242,ENSP00000458062,ZNF286A-TBC1D26,zf-C2H2,A0A8J9BZE6,
ENSG00000141040,ENST00000395825,ENSP00000379169,ZNF287,zf-C2H2,Q9HBT7,ZN287_HUMAN
ENSG00000188994,ENST00000369577,ENSP00000358590,ZNF292,zf-C2H2,O60281,ZN292_HUMAN
ENSG00000170684,ENST00000303809,ENSP00000302770,ZNF296,zf-C2H2,Q8WUU4,ZN296_HUMAN
ENSG00000166526,ENST00000299667,ENSP00000299667,ZNF3,zf-C2H2,P17036,ZNF3_HUMAN
ENSG00000168661,ENST00000601142,ENSP00000469954,ZNF30,zf-C2H2,P17039,ZNF30_HUMAN
ENSG00000145908,ENST00000274599,ENSP00000274599,ZNF300,zf-C2H2,Q96RE9,ZN300_HUMAN
ENSG00000089335,ENST00000505242,ENSP00000421028,ZNF302,zf-C2H2,Q9NR11,ZN302_HUMAN
ENSG00000131845,ENST00000282286,ENSP00000282286,ZNF304,zf-C2H2,Q9HCX3,ZN304_HUMAN
ENSG00000197935,ENST00000377179,ENSP00000366384,ZNF311,zf-C2H2,Q5JNZ3,ZN311_HUMAN
ENSG00000205903,ENST00000382252,ENSP00000477706,ZNF316,zf-C2H2,A6NFI3,ZN316_HUMAN
ENSG00000130803,ENST00000247956,ENSP00000247956,ZNF317,zf-C2H2,Q96PQ6,ZN317_HUMAN
ENSG00000171467,ENST00000361428,ENSP00000354964,ZNF318,TF_others,Q5VUA4,ZN318_HUMAN
ENSG00000166188,ENST00000299237,ENSP00000299237,ZNF319,zf-C2H2,Q9P2F9,ZN319_HUMAN
ENSG00000169740,ENST00000374433,ENSP00000363556,ZNF32,zf-C2H2,P17041,ZNF32_HUMAN
ENSG00000182986,ENST00000682928,ENSP00000506814,ZNF320,zf-C2H2,A2RRD8,ZN320_HUMAN
ENSG00000181315,ENST00000415922,ENSP00000418897,ZNF322,zf-C2H2,Q6U7Q0,ZN322_HUMAN
ENSG00000083812,ENST00000196482,ENSP00000196482,ZNF324,zf-C2H2,O75467,Z324A_HUMAN
ENSG00000249471,ENST00000336614,ENSP00000337473,ZNF324B,zf-C2H2,Q6AW86,Z324B_HUMAN
ENSG00000162664,ENST00000340281,ENSP00000340796,ZNF326,TF_others,Q5BKZ1,ZN326_HUMAN
ENSG00000181894,ENST00000598312,ENSP00000470008,ZNF329,zf-C2H2,Q86UD4,ZN329_HUMAN
ENSG00000130844,ENST00000449416,ENSP00000393817,ZNF331,zf-C2H2,Q9NQX6,ZN331_HUMAN
ENSG00000160961,ENST00000292530,ENSP00000292530,ZNF333,zf-C2H2,Q96JL9,ZN333_HUMAN
ENSG00000198185,ENST00000692313,ENSP00000510334,ZNF334,zf-C2H2,Q9HCZ1,ZN334_HUMAN
ENSG00000198026,ENST00000322927,ENSP00000325326,ZNF335,zf-C2H2,Q9H4Z2,ZN335_HUMAN
ENSG00000130684,ENST00000252979,ENSP00000252979,ZNF337,zf-C2H2,Q9Y3M9,ZN337_HUMAN
ENSG00000189180,ENST00000432900,ENSP00000402467,ZNF33A,zf-C2H2,Q06730,ZN33A_HUMAN
ENSG00000196693,ENST00000359467,ENSP00000352444,ZNF33B,zf-C2H2,Q06732,ZN33B_HUMAN
ENSG00000196378,ENST00000429371,ENSP00000396894,ZNF34,zf-C2H2,Q8IZ26,ZNF34_HUMAN
ENSG00000131061,ENST00000375200,ENSP00000364346,ZNF341,zf-C2H2,Q9BYN7,ZN341_HUMAN
ENSG00000088876,ENST00000278772,ENSP00000278772,ZNF343,zf-C2H2,Q6P1L6,ZN343_HUMAN
ENSG00000251247,ENST00000420450,ENSP00000431216,ZNF345,zf-C2H2,Q14585,ZN345_HUMAN
ENSG00000197937,ENST00000334197,ENSP00000334146,ZNF347,zf-C2H2,Q96SE7,ZN347_HUMAN
ENSG00000169981,ENST00000396056,ENSP00000379368,ZNF35,zf-C2H2,P13682,ZNF35_HUMAN
ENSG00000256683,ENST00000243644,ENSP00000243644,ZNF350,zf-C2H2,Q9GZX5,ZN350_HUMAN
