EnsenbleProteinID,EnsenbleGeneID,Name,Type,RefSeqGeneID,RefSeqProteinID
ENSP00000391641,ENSG00000128000,ZNF780B,zf-C2H2,NM_001005851,NP_001005851
ENSP00000391803,ENSG00000187098,MITF,bHLH,NM_001354604,NP_006713
ENSP00000392024,ENSG00000223547,ZNF844,zf-C2H2,,NP_001129973
ENSP00000392095,ENSG00000167635,ZNF146,zf-C2H2,NM_001099638,NP_009076
ENSP00000392335,ENSG00000243660,ZNF487,TF_others,,NP_001342373
ENSP00000393198,ENSG00000188290,HES4,bHLH,NM_001142467,NP_001135939
ENSP00000393260,ENSG00000147789,ZNF7,zf-C2H2,NM_001282797,NP_001336737; NP_001336738; NP_001336735; NP_001269724
ENSP00000393538,ENSG00000095794,CREM,TF_bZIP,NM_001267563,NP_001254496; NP_001339395; NP_001381547; NP_001381552; NP_001381557; NP_001381560; NP_874386; NP_877572; XP_011517626; XP_016871207; NP_001254498; NP_874387; NP_877570; XP_011517627; XP_016871220; NP_001254494; NP_001254499; NP_001339375; NP_001381524; NP_001381545; NP_001381555; NP_001381559; NP_874390; NP_874392; NP_898883; XP_011517629; XP_011517632; XP_011517635; XP_024303591; NP_001254491; NP_001254493; NP_001254497; NP_001381537; NP_001381542; NP_001381550; NP_874388; NP_874389; NP_877573; NP_898830; XP_006717450; XP_016871213; NP_001339374; NP_001339394; NP_001339396; NP_001381551; NP_001381554; NP_001381558; NP_853549; XP_006717445; NP_001381532; NP_001381539; NP_001381546; XP_011517633; XP_011517634; XP_016871209; NP_001381531; NP_001381534; NP_001381543; NP_001381548; NP_001381549; NP_001381556; NP_001872; NP_877571; NP_898829; XP_011517637; XP_024303592; ; NP_001254492; NP_001254495; NP_001381527; NP_001381529; NP_001381544; NP_874393; NP_898831
ENSP00000394248,ENSG00000182111,ZNF716,zf-C2H2,NM_001159279,NP_001152751
ENSP00000394380,ENSG00000257591,ZNF625,zf-C2H2,,NP_660276
ENSP00000394757,ENSG00000101493,ZNF516,zf-C2H2,NM_014643,NP_055458
ENSP00000394978,ENSG00000106689,LHX2,Homeobox,,XP_006717386; NP_004780
ENSP00000395007,ENSG00000181220,ZNF746,zf-C2H2,NM_001363517,NP_001156946
ENSP00000395498,ENSG00000125618,PAX8,PAX,NM_013953,NP_003457
ENSP00000395524,ENSG00000196345,ZKSCAN7,zf-C2H2,NM_001288590,NP_001275519
ENSP00000395535,ENSG00000169057,MECP2,MBD,NM_001369394,NP_001356322; NP_001104262; NP_001373068
ENSP00000395733,ENSG00000237440,ZNF737,zf-C2H2,,NP_001152765
ENSP00000396259,ENSG00000075891,PAX2,PAX,NM_001304569,NP_003978; NP_003981
ENSP00000396275,ENSG00000171476,HOPX,Homeobox,NM_032495,NP_115884
ENSP00000396363,ENSG00000071564,TCF3,bHLH,,XP_011526523; XP_024307444; XP_006722920; XP_011526528; XP_016882666; XP_016882668; XP_024307439; XP_024307442; XP_024307443; ; NP_001129611; NP_001338708; XP_011526518; XP_011526521; XP_011526525; XP_016882667; XP_024307440; XP_011526529; XP_024307438; XP_024307445; XP_024307446; XP_006722921; XP_011526522; XP_011526527; XP_016882669; XP_024307437; XP_024307447; NP_001338707; NP_003191; XP_006722918; XP_016882670; XP_024307441; XP_024307448
ENSP00000396857,ENSG00000143067,ZNF697,zf-C2H2,NM_001080470,NP_001073939
ENSP00000397178,ENSG00000145908,ZNF300,zf-C2H2,,NP_001166302
ENSP00000397435,ENSG00000102804,TSC22D1,TSC22,NM_006022,NP_904358
ENSP00000397566,ENSG00000006704,GTF2IRD1,GTF2I,NM_016328,NP_001186136
ENSP00000397693,ENSG00000198538,ZNF28,zf-C2H2,NM_001369764,NP_001356693; NP_001356694; NP_001356697; NP_008900
ENSP00000397911,ENSG00000185404,SP140L,SAND,,NP_001339821; NP_001339822; NP_612411
ENSP00000398106,ENSG00000236287,ZBED5,zf-BED,,NP_001137139; NP_067034
ENSP00000398124,ENSG00000133740,E2F5,E2F,NM_001083588,NP_001942
ENSP00000398273,ENSG00000134532,SOX5,HMG,NM_152989,NP_008871; NP_694534
ENSP00000399370,ENSG00000142700,DMRTA2,DM,,XP_011540239; NP_115486
ENSP00000399518,ENSG00000182568,SATB1,CUT,NM_001322874,NP_001309800; NP_001182399
ENSP00000399664,ENSG00000187801,ZFP69B,zf-C2H2,,NP_001356494
ENSP00000400341,ENSG00000125798,FOXA2,Fork_head,NM_021784,NP_068556
ENSP00000400500,ENSG00000177683,THAP5,THAP,,NP_001123947; NP_001274530; NP_001274528
ENSP00000400852,ENSG00000234444,ZNF736,zf-C2H2,,NP_001164376; NP_001281184
ENSP00000401112,ENSG00000119042,SATB2,CUT,NM_001172509,NP_001165980
ENSP00000401596,ENSG00000062194,GPBP1,TF_others,NM_001331037,NP_001317966
ENSP00000401642,ENSG00000131845,ZNF304,zf-C2H2,NM_001290318,NP_001277247
ENSP00000401947,ENSG00000178386,ZNF223,zf-C2H2,,NP_037493
ENSP00000402674,ENSG00000237452,BHMG1,HMG,NM_001310124,NP_001297053
ENSP00000402948,ENSG00000198315,ZKSCAN8,zf-C2H2,NM_001278119,NP_001265050
ENSP00000402985,ENSG00000198429,ZNF69,zf-C2H2,NM_001364730,NP_001351659; NP_001351660
ENSP00000403975,ENSG00000167394,ZNF668,zf-C2H2,NM_001172670,NP_078982; NP_001166141; NP_001166140; NP_001166139
ENSP00000404074,ENSG00000137185,ZSCAN9,zf-C2H2,,NP_001186408
ENSP00000404127,ENSG00000196826,AC008758.1,zf-C2H2,,
ENSP00000404438,ENSG00000165643,SOHLH1,bHLH,NM_001101677,NP_001095147
ENSP00000405176,ENSG00000233608,TWIST2,bHLH,NM_057179,NP_476527
ENSP00000405289,ENSG00000170100,ZNF778,zf-C2H2,NM_001201407,NP_001188336; NP_001365810
ENSP00000405699,ENSG00000152475,ZNF837,zf-C2H2,,NP_612475; ; XP_016881731
ENSP00000405786,ENSG00000010539,ZNF200,zf-C2H2,NM_198087,NP_932354
ENSP00000405837,ENSG00000148143,ZNF462,zf-C2H2,,XP_016870486; XP_006717275; XP_006717279; XP_006717274; XP_006717281; XP_016870485; XP_016870487; ; NP_001334926; XP_024303397; NP_067047; XP_006717272; XP_006717278
ENSP00000405890,ENSG00000185630,PBX1,Homeobox,,NP_002576
ENSP00000406286,ENSG00000160685,ZBTB7B,ZBTB,NM_001377454,NP_001364380; NP_001239335
ENSP00000406318,ENSG00000221923,ZNF880,zf-C2H2,,NP_001138906
ENSP00000406469,ENSG00000196653,ZNF502,zf-C2H2,NM_001134441,NP_001127913; NP_001127914
ENSP00000406490,ENSG00000064933,PMS1,HMG,NM_001321047,NP_001307975; NP_000525; NP_001307974; NP_001307977; NP_001307976
ENSP00000406723,ENSG00000196275,GTF2IRD2,GTF2I,NM_001388083,NP_001375008; NP_001375013; NP_001375014; NP_001375018; NP_775808; NP_001375010; NP_001375017; NP_001375009; NP_001375011; NP_001375012
ENSP00000407039,ENSG00000196724,ZNF418,zf-C2H2,,NP_001303956
ENSP00000407130,ENSG00000119725,ZNF410,zf-C2H2,NM_001242927,NP_001229853
ENSP00000407545,ENSG00000236104,ZBTB22,ZBTB,NM_001145338,NP_005444
ENSP00000407724,ENSG00000009307,CSDE1,CSD,NM_007158,NP_001007554; NP_009089; NP_001229820; NP_001229822; NP_001229821; NP_001123995
ENSP00000407767,ENSG00000156030,ELMSAN1,TF_others,NM_001043318,NP_001354639
ENSP00000407978,ENSG00000235608,NKX1-1,Homeobox,NM_001290079,NP_001277008
ENSP00000408643,ENSG00000115568,ZNF142,zf-C2H2,NM_001379660,NP_001099007; NP_001353218; NP_001353216; NP_001353217; NP_001353220; NP_001366591
ENSP00000408792,ENSG00000164651,SP8,zf-C2H2,NM_182700,NP_874359
ENSP00000409227,ENSG00000159216,RUNX1,Runt,NM_001001890,XP_005261125; NP_001001890; XP_011528072; ; NP_001116079; XP_011528068; XP_011528069; XP_005261126; XP_011528070; XP_016883976; NP_001745
ENSP00000409318,ENSG00000159882,ZNF230,zf-C2H2,NM_006300,NP_006291
ENSP00000409463,ENSG00000139651,ZNF740,zf-C2H2,NM_001004304,NP_001004304
ENSP00000410198,ENSG00000176371,ZSCAN2,zf-C2H2,,XP_016877882; ; NP_001007073; NP_870992; XP_024305746; XP_024305744; XP_024305745; NP_060364; XP_024305743
ENSP00000410466,ENSG00000213988,ZNF90,zf-C2H2,,NP_009069
ENSP00000410545,ENSG00000204514,ZNF814,zf-C2H2,,NP_001138461
ENSP00000410734,ENSG00000171466,ZNF562,zf-C2H2,NM_001130032,NP_001123503; NP_001123504
ENSP00000410769,ENSG00000169714,CNBP,TF_others,NM_001127196,NP_001120664
ENSP00000410890,ENSG00000204946,ZNF783,zf-C2H2,NM_001195220,NP_001182149
ENSP00000411032,ENSG00000186026,ZNF284,zf-C2H2,NM_001037813,NP_001032902
ENSP00000411084,ENSG00000196466,ZNF799,zf-C2H2,,NP_001074290
ENSP00000411145,ENSG00000128610,FEZF1,zf-C2H2,NM_001024613,NP_001019784
ENSP00000411579,ENSG00000187634,SAMD11,SAND,NM_001385641,
ENSP00000412101,ENSG00000123411,IKZF4,zf-C2H2,NM_001351089,XP_005269143; XP_016875304; XP_016875295; XP_016875302; XP_005269146; XP_011536966; XP_016875303; NP_001338020; NP_071910; XP_016875300; XP_016875297; XP_024304896; XP_024304897; NP_001338021; XP_016875301; XP_016875305; XP_016875296; XP_016875298; XP_024304899; XP_011536971; XP_016875299; XP_024304898; NP_001338018; NP_001338019
ENSP00000412302,ENSG00000071655,MBD3,MBD,NM_001281454,NP_001268382
ENSP00000412886,ENSG00000108509,CAMTA2,CG-1,,NP_001164638
ENSP00000412999,ENSG00000204524,ZNF805,zf-C2H2,NM_001023563,NP_001018857
ENSP00000413411,ENSG00000196081,ZNF724,zf-C2H2,NM_001355404,NP_001342333
ENSP00000413418,ENSG00000136367,ZFHX2,Homeobox,NM_033400,NP_207646
ENSP00000413660,ENSG00000229676,ZNF492,zf-C2H2,NM_020855,NP_065906
ENSP00000413705,ENSG00000235109,ZSCAN31,zf-C2H2,,NP_001128688
ENSP00000413929,ENSG00000117625,RCOR3,MYB,,NP_001129695; NP_001336998
ENSP00000413956,ENSG00000176472,ZNF575,zf-C2H2,,XP_011525095; NP_777605; NP_001381166
ENSP00000414150,ENSG00000157554,ERG,ETS,NM_001331025,NP_001230361; NP_001129626
ENSP00000414657,ENSG00000164920,OSR2,zf-C2H2,,NP_001273770
ENSP00000414887,ENSG00000234284,ZNF879,zf-C2H2,NM_001353374,NP_001129588; NP_001340302; NP_001340301; NP_001340303
ENSP00000415070,ENSG00000188629,ZNF177,zf-C2H2,NM_003451,
ENSP00000415151,ENSG00000067955,CBFB,CBF,,NP_001355636; NP_074036; NP_001355637
ENSP00000415471,ENSG00000141956,PRDM15,zf-C2H2,,
ENSP00000415579,ENSG00000124092,CTCFL,zf-C2H2,NM_001269043,NP_001255972
ENSP00000415774,ENSG00000186777,ZNF732,zf-C2H2,NM_001137608,NP_001131080
ENSP00000415836,ENSG00000158805,ZNF276,zf-C2H2,,NP_001106997
ENSP00000416040,ENSG00000122778,KIAA1549,TF_others,NM_020910,NP_001158137
ENSP00000416662,ENSG00000178665,ZNF713,zf-C2H2,NM_182633,NP_872439
ENSP00000416809,ENSG00000197123,ZNF679,zf-C2H2,NM_153363,NP_699194
ENSP00000417192,ENSG00000174255,ZNF80,zf-C2H2,NM_007136,NP_009067
ENSP00000417207,ENSG00000120093,HOXB3,Homeobox,,XP_011523010; NP_001371679; XP_006721917; XP_024306505; NP_001371678; NP_001317251; NP_001317252; NP_002137; XP_011523012; XP_011523021; NP_001371676; XP_011523022; XP_011523023; XP_011523028; XP_016880049
ENSP00000417291,ENSG00000214022,REPIN1,zf-C2H2,,NP_001349674; NP_001374969; NP_001374974; NP_001374968; NP_001374970; NP_001374972; NP_001374967; NP_001374971; NP_001093165; NP_001374973
ENSP00000417303,ENSG00000102349,KLF8,zf-C2H2,,NP_001311029; NP_001311033; NP_001311034; NP_001311031; NP_009181
ENSP00000417424,ENSG00000198464,ZNF480,zf-C2H2,,XP_011524767; NP_001284553; NP_001284554; NP_653285
ENSP00000417470,ENSG00000197362,ZNF786,zf-C2H2,,NP_689624
ENSP00000417696,ENSG00000203326,ZNF525,zf-C2H2,,NP_001335085
ENSP00000417740,ENSG00000121864,ZNF639,zf-C2H2,NM_001303425,NP_001362732; NP_001290354; NP_001362729; NP_001362733; NP_001290355
ENSP00000417899,ENSG00000085276,MECOM,zf-C2H2,NM_001366474,NP_001353402; NP_001353395
ENSP00000418037,ENSG00000128604,IRF5,IRF,,NP_001092097; NP_001334857; NP_001351243; NP_116032; XP_006716037; XP_011514462; NP_001092100; NP_001229381; ; XP_011514461; XP_011514460; NP_001092099
ENSP00000418259,ENSG00000204644,ZFP57,zf-C2H2,NM_001109809,NP_001353262
ENSP00000418589,ENSG00000153266,FEZF2,zf-C2H2,,NP_060478
ENSP00000418719,ENSG00000198039,ZNF273,zf-C2H2,,NP_001372574; NP_001372581; NP_001374950; NP_001372578; NP_066971; NP_001372573; NP_001372572
ENSP00000418721,ENSG00000172733,PURG,TF_others,NM_001323312,NP_037489
ENSP00000418734,ENSG00000162601,MYSM1,MYB,,NP_001078956
ENSP00000418897,ENSG00000181315,ZNF322,zf-C2H2,NM_024639,NP_078915
ENSP00000419135,ENSG00000197343,ZNF655,zf-C2H2,NM_024061,NP_001077425
ENSP00000419153,ENSG00000181722,ZBTB20,ZBTB,NM_001348800,NP_001157814
ENSP00000419185,ENSG00000119547,ONECUT2,CUT,NM_004852,NP_004843
ENSP00000419266,ENSG00000106038,EVX1,Homeobox,,NP_001291449; NP_001980; NP_001291448
ENSP00000419298,ENSG00000212993,POU5F1B,Pou,NM_001159542,NP_001153014; NP_001382674
ENSP00000419336,ENSG00000284041,AC073111.3,zf-C2H2,#N/A,NP_775951
ENSP00000419377,ENSG00000227124,ZNF717,zf-C2H2,,NP_001277138
ENSP00000419397,ENSG00000196597,ZNF782,zf-C2H2,NM_001346993,NP_001001662; NP_001333920; NP_001333922; NP_001333924
ENSP00000419457,ENSG00000106410,NOBOX,Homeobox,,NP_001073882
ENSP00000419692,ENSG00000186350,RXRA,RXR-like,,NP_002948
ENSP00000419923,ENSG00000067082,KLF6,zf-C2H2,,NP_001291; NP_001153596
ENSP00000420009,ENSG00000108511,HOXB6,Homeobox,NM_001369397,NP_001356326
ENSP00000420267,ENSG00000148200,NR6A1,GCNF-like,NM_033334,NP_201591
ENSP00000420418,ENSG00000197024,ZNF398,zf-C2H2,NM_020781,NP_733787
ENSP00000420500,ENSG00000105856,HBP1,HMG,NM_001244262,NP_001231191
ENSP00000420588,ENSG00000108064,TFAM,HMG,NM_003201,NP_003192
ENSP00000420616,ENSG00000114126,TFDP2,E2F,NM_001178139,NP_001362702; NP_001171610
ENSP00000420721,ENSG00000176542,USF3,bHLH,,XP_005247265; XP_016861361; XP_024309159; XP_024309160; ; NP_001009899; XP_016861360
ENSP00000421258,ENSG00000179909,ZNF154,zf-C2H2,NM_001085384,NP_001078853; 
ENSP00000421481,ENSG00000151623,NR3C2,ESR-like,,XP_011530277; ; NP_000892; NP_001341748; XP_011530280; NP_001159576
ENSP00000421799,ENSG00000257184,AC004080.3,Homeobox,,
ENSP00000421863,ENSG00000151612,ZNF827,zf-C2H2,,NP_001293144
ENSP00000421868,ENSG00000250709,CCDC169-SOHLH2,bHLH,NM_001198910,NP_001185839
ENSP00000421915,ENSG00000171161,ZNF672,zf-C2H2,,NP_079112
ENSP00000422078,ENSG00000113387,SUB1,PC4,,XP_011512246; XP_016864475; XP_016864476; NP_006704
ENSP00000422175,ENSG00000171476,HOPX,Homeobox,NM_032495,XP_016864217; XP_016864219; XP_016864223; NP_631957; NP_631958; XP_006714115; XP_016864222; XP_016864220; XP_016864221; NP_001138931; XP_016864218; NP_001138932; NP_115884
ENSP00000422518,ENSG00000113580,NR3C1,ESR-like,NM_001364180,NP_001351112
ENSP00000422684,ENSG00000164334,FAM170A,TF_others,NM_182761,NP_001354885
ENSP00000422968,ENSG00000196460,RFX8,RFX,,XP_011510074; XP_011510075; XP_011510080; XP_016860343; ; XP_011510078; XP_011510073; XP_016860342; NP_001354439; NP_001354438; XP_016860341; XP_011510079; XP_016860340; NP_001139136; NP_001354437
ENSP00000423820,ENSG00000196670,ZFP62,zf-C2H2,,NP_001364873; NP_001166109; NP_001364872
ENSP00000423861,ENSG00000180806,HOXC9,Homeobox,,NP_008828
ENSP00000423972,ENSG00000109685,NSD2,HMG,NM_001042424,NP_001035889
ENSP00000423985,ENSG00000152784,PRDM8,zf-C2H2,,XP_011530437; XP_016863959; ; XP_011530435; XP_011530442; XP_016863958; NP_001092873; XP_011530443; XP_016863957; XP_005263201; XP_005263202; NP_064611; XP_005263203
ENSP00000424101,ENSG00000171476,HOPX,Homeobox,NM_032495,XP_016864217; XP_016864219; XP_016864223; NP_631957; NP_631958; XP_006714115; XP_016864222; XP_016864220; XP_016864221; NP_001138931; XP_016864218; NP_001138932; NP_115884
ENSP00000424661,ENSG00000196460,RFX8,RFX,,XP_011510074; XP_011510075; XP_011510080; XP_016860343; ; XP_011510078; XP_011510073; XP_016860342; NP_001354439; NP_001354438; XP_016860341; XP_011510079; XP_016860340; NP_001139136; NP_001354437
ENSP00000424662,ENSG00000179059,ZFP42,zf-C2H2,NM_001304358,NP_001291287
ENSP00000425443,ENSG00000168769,TET2,TF_others,NM_017628,NP_060098; XP_006714305; XP_016863808; XP_024309871; ; XP_005263139; XP_024309870; NP_001120680
ENSP00000426387,ENSG00000177311,ZBTB38,ZBTB,,NP_001337028; NP_001363102; NP_001363103; NP_001363111; NP_001363119; NP_001374891; NP_001363071; NP_001363089; NP_001363096; NP_001363097; NP_001363099; NP_001363100; NP_001363104; NP_001363107; NP_001363114; NP_001363088; NP_001363091; NP_001374888; NP_001374896; NP_001363057; NP_001363094; NP_001363108; NP_001363110; NP_001363118; NP_001374895; NP_001374899; NP_001374901; NP_001374903; NP_001363093; NP_001363098; NP_001363116; NP_001374889; NP_001374907; NP_001374908; NP_001363087; NP_001363092; NP_001363101; NP_001363105; NP_001374905; NP_001374909; NP_001363072; NP_001363079; NP_001363090; NP_001363106
ENSP00000426504,ENSG00000172262,ZNF131,ZBTB,,NP_001317633; NP_001317638; NP_001317639; NP_001317643; NP_001375248; NP_001317640; NP_001317646; NP_001284477; NP_001317641; NP_001317642; NP_001317645; NP_001317634; NP_001317637; NP_001317644; NP_001317635; NP_001317636; NP_003423
ENSP00000426976,ENSG00000243678,NME2,TF_others,NM_001018137,NP_001018147
ENSP00000427329,ENSG00000189299,FOXR2,Fork_head,NM_198451,NP_940853
ENSP00000427514,ENSG00000245848,CEBPA,TF_bZIP,NM_001285829,NP_001274364; NP_001272758; NP_001274353; NP_004355
ENSP00000427761,ENSG00000120963,ZNF706,TF_others,,XP_024302941; XP_024302940; NP_001035975; NP_001254638; NP_057180; NP_001254637
ENSP00000428361,ENSG00000165066,NKX6-3,Homeobox,NM_152568,NP_001351770
ENSP00000428480,ENSG00000006377,DLX6,Homeobox,NM_005222,NP_005213
ENSP00000428679,ENSG00000185869,ZNF829,zf-C2H2,NM_001171979,NP_001165450
ENSP00000428878,ENSG00000182903,ZNF721,zf-C2H2,,NP_597731
ENSP00000428966,ENSG00000264668,AC138696.1,zf-C2H2,,
ENSP00000429148,ENSG00000251192,ZNF674,zf-C2H2,NM_001039891,NP_001034980
ENSP00000429214,ENSG00000176256,HMGB4,HMG,NM_145205,NP_660206
ENSP00000429633,ENSG00000185697,MYBL1,MYB,NM_001080416,NP_001073885
ENSP00000429803,ENSG00000254004,ZNF260,zf-C2H2,NM_001375596,NP_001362526; NP_001362525; NP_001159508; NP_001159509; NP_001159510; NP_001362527
ENSP00000430110,ENSG00000147421,HMBOX1,Homeobox,NM_001135726,NP_001311314; NP_001311312; NP_001311313; NP_001317427
ENSP00000430241,ENSG00000221818,EBF2,COE,NM_022659,NP_073150
ENSP00000430271,ENSG00000253831,ETV3L,ETS,NM_001004341,NP_001004341
ENSP00000430465,ENSG00000181638,ZFP41,zf-C2H2,NM_001271156,NP_001258085
ENSP00000430497,ENSG00000091656,ZFHX4,Homeobox,,
ENSP00000430705,ENSG00000177873,ZNF619,zf-C2H2,NM_173656,NP_001138554; XP_006713175; XP_006713176; ; NP_001138555; XP_024309229; NP_001350206; XP_011531909; XP_016861714; NP_001138565; NP_001138566; NP_775927
ENSP00000430947,ENSG00000102878,HSF4,HSF,,NP_001361604; NP_001035757
ENSP00000430987,ENSG00000250571,GLI4,zf-C2H2,,NP_612474
ENSP00000431265,ENSG00000181007,ZFP82,zf-C2H2,,NP_001308848; NP_001308847; NP_597723; NP_001308846
ENSP00000431512,ENSG00000185122,HSF1,HSF,,NP_005517
ENSP00000431962,ENSG00000198945,L3MBTL3,TF_others,,
ENSP00000432809,ENSG00000124440,HIF3A,bHLH,,XP_016882626; XP_016882627; XP_016882628; XP_024307417; NP_071907; XP_005259213; XP_005259209; XP_005259212; XP_005259210; XP_016882621; XP_016882624; XP_016882629; XP_016882630; NP_690008; XP_016882622; XP_016882623; XP_016882625; XP_016882631; ; NP_690007; NP_690009
ENSP00000433233,ENSG00000110693,SOX6,HMG,,NP_001139291
ENSP00000433271,ENSG00000025434,NR1H3,THR-like,,XP_011518107; XP_011518108; XP_024304063; XP_024304066; XP_024304067; NP_001238863; NP_005684; XP_011518110; XP_024304052; XP_024304055; NP_001123573; XP_011518109; ; XP_005252763; XP_005252775; XP_016872545; XP_024304060; XP_024304070; NP_001238864; XP_024304054; XP_024304068; NP_001350524; XP_005252770; XP_016872546; XP_024304053; XP_024304056; XP_024304057; XP_024304061; XP_024304065; NP_001123574; XP_024304058; XP_024304059; XP_024304062; XP_024304064
ENSP00000433488,ENSG00000151702,FLI1,ETS,,NP_002008
ENSP00000433773,ENSG00000245680,ZNF585B,zf-C2H2,NM_152279,NP_689492
ENSP00000433979,ENSG00000179632,MAF1,TF_others,NM_032272,NP_115648
ENSP00000434199,ENSG00000129173,E2F8,E2F,NM_001256372,NP_001243301
ENSP00000435166,ENSG00000197363,ZNF517,zf-C2H2,NM_001384904,NP_001371835; NP_001304865; NP_001371837; ; NP_001371834; NP_998770; XP_016868873; XP_011515319; NP_001371833; NP_001371836
ENSP00000435210,ENSG00000029363,BCLAF1,TF_others,,NP_001373622; NP_055554; NP_001373629; NP_001373630
ENSP00000435233,ENSG00000187079,TEAD1,TEA,NM_021961,NP_068780
ENSP00000435234,ENSG00000204532,ZSCAN5C,zf-C2H2,NM_001358413,NP_001345342
ENSP00000435509,ENSG00000174963,ZIC4,zf-C2H2,NM_032153,NP_001161850
ENSP00000435712,ENSG00000136574,GATA4,zf-GATA,NM_001308093,NP_001295022
ENSP00000435762,ENSG00000137504,CREBZF,TF_bZIP,,XP_011543497; XP_016873577; ; XP_016873579; NP_001034707; XP_006718705; XP_016873575; XP_016873578
ENSP00000435770,ENSG00000176009,ASCL3,bHLH,NM_020646,NP_065697
ENSP00000435835,ENSG00000135373,EHF,ETS,,NP_001364981; NP_001193545
ENSP00000436187,ENSG00000196323,ZBTB44,ZBTB,,NP_001357149; NP_001357151; NP_001357148
ENSP00000436881,ENSG00000109851,DBX1,Homeobox,NM_001029865,NP_001025036
ENSP00000436926,ENSG00000170322,NFRKB,TF_others,,NP_006156
ENSP00000437590,ENSG00000214029,ZNF891,zf-C2H2,NM_001277291,NP_001264220
ENSP00000437621,ENSG00000149948,HMGA2,HMGA,,NP_001287848
ENSP00000437832,ENSG00000167528,ZNF641,zf-C2H2,,XP_005268695; NP_001352733; NP_689533; XP_016874287; NP_001166153; XP_011536199; XP_005268694; XP_005268697; XP_011536200; NP_001166152; NP_001352732; NP_001352734
ENSP00000437955,ENSG00000100644,HIF1A,TF_others,,NP_001230013
ENSP00000438574,ENSG00000033800,PIAS1,zf-MIZ,NM_016166,NP_001307616
ENSP00000438832,ENSG00000178928,TPRX1,Homeobox,NM_198479,NP_940881
ENSP00000439244,ENSG00000148337,CIZ1,TF_others,,NP_001244904
ENSP00000439311,ENSG00000129194,SOX15,HMG,,NP_008873
ENSP00000439402,ENSG00000198046,ZNF667,zf-C2H2,,NP_001308285
ENSP00000439427,ENSG00000125846,ZNF133,zf-C2H2,NM_001387309,XP_024307763; NP_001269924; NP_001269926; NP_001269930; NP_001269936; NP_001339386; NP_001339388; NP_001339393; NP_001374227; NP_001374230; NP_001374231; NP_001374236; NP_001374248; NP_001374249; XP_024307758; NP_001269929; NP_001269928; NP_001269933; NP_001269934; NP_001269935; NP_001339380; NP_001374224; NP_001374229; NP_001374234; NP_001374237; XP_011527641; NP_001076799; NP_001269937; NP_001374225; NP_001374232; NP_001374233; NP_001374238; NP_001374245; NP_001374250; NP_001269931; NP_001339379; NP_001339381; NP_001339389; NP_001374241; NP_001374242; NP_001374244; NP_001374246; XP_016883531; NP_001339384; NP_001339387; NP_001339391; NP_001339392; NP_001374226; NP_001374240; XP_016883530; XP_024307759; XP_024307760; NP_001269927; NP_001339382; NP_001374247; XP_011527639; XP_016883536; XP_024307762; NP_001269932; NP_001339385; NP_001374228; NP_001374235; NP_001374239; NP_003425; XP_016883537; NP_001269925; NP_001339383; NP_001339390; NP_001374243
ENSP00000439513,ENSG00000227059,ANHX,Homeobox,NM_001191054,NP_001358989
ENSP00000439689,ENSG00000124496,TRERF1,zf-C2H2,NM_033502,NP_001284502
ENSP00000439781,ENSG00000184828,ZBTB7C,ZBTB,NM_001039360,NP_001034449
ENSP00000439973,ENSG00000129911,KLF16,zf-C2H2,,NP_114124
ENSP00000440365,ENSG00000196418,ZNF124,zf-C2H2,NM_001243740,NP_001284497
ENSP00000440864,ENSG00000123358,NR4A1,NGFIB-like,,NP_001189163
ENSP00000441405,ENSG00000179195,ZNF664,zf-C2H2,,NP_689650; NP_001191227
ENSP00000441410,ENSG00000176293,ZNF135,zf-C2H2,NM_001164530,NP_009065; NP_001157999; NP_001158001
ENSP00000441549,ENSG00000168813,ZNF507,zf-C2H2,NM_014910,NP_055725; NP_001129628
ENSP00000441823,ENSG00000256463,SALL3,zf-C2H2,,NP_741996
ENSP00000441838,ENSG00000189042,ZNF567,zf-C2H2,,NP_001309842; NP_001374688; NP_001374692; NP_001287908; NP_001309849; NP_001374689; NP_001374698; NP_001374695; NP_001374696
ENSP00000441954,ENSG00000113658,SMAD5,MH1,NM_001001419,NP_001001419; NP_005894
ENSP00000442308,ENSG00000186416,NKRF,TF_others,,NP_060014
ENSP00000442412,ENSG00000196132,MYT1,zf-C2HC,,NP_004526
ENSP00000442439,ENSG00000185155,MIXL1,Homeobox,NM_001282402,NP_001269331
ENSP00000443112,ENSG00000135100,HNF1A,Homeobox,NM_000545,XP_024304936; NP_001293108; NP_000536
ENSP00000443431,ENSG00000196233,LCOR,HTH,,NP_001164237
ENSP00000443758,ENSG00000197302,ZNF720,TF_others,,NP_001381102; NP_001381115; NP_001381105; NP_001381106; NP_001381108; NP_001381109; NP_001381113; NP_001381103; NP_001381112; NP_001381104; NP_001381107; NP_001381110; NP_001381114; ; NP_001124385; NP_001381111
ENSP00000443783,ENSG00000174306,ZHX3,Homeobox,NM_001384325,NP_001371253
ENSP00000443827,ENSG00000170374,SP7,zf-C2H2,NM_001173467,NP_001166938
ENSP00000444412,ENSG00000090612,ZNF268,zf-C2H2,NM_003415,NP_001159353; NP_003406
ENSP00000444503,ENSG00000274529,SEBOX,Homeobox,NM_001080837,NP_001074306
ENSP00000444747,ENSG00000127903,ZNF835,zf-C2H2,NM_001005850,NP_001005850
ENSP00000444812,ENSG00000083812,ZNF324,zf-C2H2,,NP_055162; XP_005258770
